0	0	1	2	2	2	1	0	0	0	1	3	3	2	2	0	0	0	0	0	0	0	3	3	3	1	4	4	4	2	2	2	2	2	2	1	0	0	0	0	2	3	3	3	1	3	3	3	2	2	2	2	2	1	0	3	3	3	3	3	4	3	3	4	
0	1	2	2	2	2	1	0	0	0	1	3	3	2	2	0	0	0	0	0	0	0	3	3	3	1	4	4	4	2	2	2	2	2	2	1	0	0	0	0	2	3	3	3	1	3	3	3	2	2	2	2	2	1	0	3	3	3	4	4	5	4	4	5	
6	10	11	12	12	12	9	7	6	6	7	10	10	8	8	6	5	4	4	4	4	4	7	7	8	7	12	13	14	13	14	14	14	13	12	9	7	6	5	5	8	11	11	12	10	14	14	14	13	14	14	13	12	9	7	9	8	7	10	10	11	9	8	9	
7	8	9	10	10	10	8	6	6	6	8	10	10	9	9	5	4	3	2	2	3	4	9	10	11	10	14	13	14	12	12	12	12	11	10	8	5	5	5	5	8	10	10	12	11	13	12	13	12	12	12	11	11	10	8	12	12	12	15	16	17	15	14	12	
4	3	3	3	3	3	2	2	3	4	6	9	9	8	8	5	4	3	3	3	4	4	9	9	11	8	12	10	10	6	6	5	4	3	3	2	2	3	4	5	8	10	11	12	9	11	10	9	6	6	5	5	5	5	5	10	10	11	16	17	17	15	14	12	
4	3	3	3	3	3	2	1	1	1	2	4	4	3	3	1	1	2	3	4	4	5	10	11	11	8	12	11	10	6	6	5	4	3	3	2	1	1	1	1	3	4	4	4	2	4	4	4	3	3	4	5	6	6	6	11	12	13	19	18	18	16	14	12	
4	3	3	3	3	3	2	1	1	1	2	4	4	3	3	1	1	1	1	1	1	1	4	4	4	2	5	5	5	3	3	3	3	3	3	2	1	1	1	1	3	4	4	4	2	4	4	4	3	3	3	3	3	3	3	7	8	9	17	16	16	15	14	12	
4	2	2	2	2	2	2	1	1	1	2	3	3	3	3	1	1	1	1	1	1	1	4	4	4	2	4	4	4	2	2	2	2	2	2	2	1	1	1	1	3	3	3	3	2	3	3	3	2	2	2	2	2	3	3	7	8	9	18	17	16	15	14	12	
4	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	3	3	3	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	1	2	3	6	7	8	18	17	16	15	14	12	
4	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	5	6	7	18	17	16	15	14	12	
6	6	7	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
9	8	9	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
10	9	9	4	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
8	8	8	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
6	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
6	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	18	17	16	15	14	12	
