0	0	0	0	6	9	9	9	9	8	8	9	9	12	13	14	15	15	15	15	15	14	15	15	15	15	14	14	14	14	13	16	16	16	13	12	14	14	14	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	16	16	15	16	15	16	16	13	15	15	15	15	16	16	16	16	16	16	16	16	16	10	12	11	13	13	13	13	13	12	
0	0	0	0	8	13	14	15	15	11	11	13	13	14	15	16	16	14	14	14	15	14	15	15	15	15	14	14	14	14	13	16	16	16	15	15	16	16	16	16	16	16	16	16	16	16	16	16	15	16	16	16	16	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	14	16	16	15	16	16	16	16	16	16	16	15	16	16	16	16	16	11	15	15	16	18	17	15	14	12	
0	0	0	1	10	15	14	15	16	15	15	16	16	17	17	17	17	14	15	15	16	15	16	16	16	16	15	15	15	15	14	17	17	17	16	16	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	14	17	17	16	17	16	17	17	17	17	17	15	17	17	17	17	17	11	16	16	17	17	18	18	15	12	
0	1	2	3	14	16	16	17	18	17	17	18	18	19	19	19	19	16	17	17	18	17	18	18	18	18	17	16	16	16	14	18	18	18	17	18	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	18	18	15	18	18	17	18	17	19	19	19	19	19	16	19	19	18	18	18	10	17	17	18	18	19	17	15	12	
1	2	3	4	16	18	18	19	20	19	19	20	20	21	21	21	21	17	18	18	19	17	18	17	16	15	13	13	13	13	12	17	18	19	19	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	19	19	16	19	19	18	19	18	21	21	21	21	21	17	21	20	20	20	20	11	19	19	20	20	19	17	15	12	
2	3	4	5	18	20	20	21	22	21	21	22	21	20	19	18	17	12	12	11	11	9	10	10	10	10	10	11	12	13	13	18	19	20	21	22	22	22	22	22	22	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	21	21	20	18	18	14	18	18	18	18	18	22	22	22	22	22	17	21	21	21	21	21	12	21	21	21	20	19	17	15	12	
2	3	4	5	19	20	20	21	22	22	22	22	21	20	19	19	19	15	16	16	18	17	19	20	21	21	20	20	20	20	19	22	22	22	22	22	22	22	22	22	22	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	21	21	19	17	17	13	17	17	17	17	17	21	21	21	21	21	14	20	20	20	20	21	11	21	21	21	20	19	17	15	12	
2	3	4	5	20	20	20	21	22	22	22	22	21	21	21	21	21	17	19	19	20	19	21	21	21	21	20	20	20	20	19	22	22	22	22	22	22	22	22	22	22	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	21	20	18	16	16	11	15	15	15	15	14	20	20	20	20	21	13	20	20	20	20	21	10	21	21	21	20	19	17	15	12	
2	3	4	5	20	20	20	21	22	22	22	22	22	22	22	22	22	19	20	20	21	20	21	21	21	21	20	20	20	20	20	22	22	21	21	21	22	22	22	21	21	21	21	21	21	21	21	22	22	22	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	22	22	21	20	19	16	13	9	8	4	7	7	8	9	9	17	18	19	20	21	12	20	20	20	20	21	10	21	21	21	20	19	17	15	12	
2	3	4	5	20	20	20	21	22	22	22	22	22	22	22	22	22	19	20	20	21	21	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	21	20	19	15	12	8	7	3	6	6	7	8	8	17	18	19	20	21	11	20	20	20	20	21	10	21	21	21	20	19	17	15	12	
